小区,户型,面积,地段,单价,总价,楼层,建成时间,有地铁
高家屯 , 2室1厅 , 68.13平米 ,景山,10642.0,72.5,7,1996,False
兴达依山居 , 2室1厅 , 61.82平米 ,西山水库,12132.0,75.0,6,2004,True
乐活源 , 1室1厅 , 58.61平米 ,华东,10750.0,63.0,22,2009,False
文萃轩小区 , 3室1厅 , 65.64平米 ,学府,12188.0,80.0,6,1990,False
星台花园二期 , 2室2厅 , 85.66平米 ,幸福e家,27902.0,239.0,7,2000,False
侯二小区 , 2室1厅 , 55.67平米 ,侯家沟,11461.0,63.8,7,1993,True
金宸国际 , 1室1厅 , 64.63平米 ,英华街,12069.0,78.0,28,2004,True
叠翠骏景 , 2室1厅 , 68.48平米 ,叠翠,10515.0,72.0,11,2007,False
中铁十三局 , 2室1厅 , 54.36平米 ,侯家沟,12142.0,66.0,6,1993,True
杏林山庄一期 , 2室1厅 , 69.74平米 ,杏花里,8174.0,57.0,6,2005,False
辽师 , 2室0厅 , 44.23平米 ,辽师,11305.0,50.0,6,1991,True
乐活源 , 1室1厅 , 50.21平米 ,华东,9162.0,46.0,18,2009,False
星海人家 , 3室2厅 , 130.56平米 ,星海人家商圈,22442.0,293.0,6,2001,True
帝欧花园 , 2室2厅 , 96.55平米 ,绿波,15536.0,150.0,6,2005,False
澳景园 , 2室2厅 , 143.59平米 ,华乐,18108.0,260.0,12,2003,False
未来星城 , 3室2厅 , 130.06平米 ,马栏,20376.0,265.0,6,2002,True
万科溪之谷 , 2室1厅 , 89.61平米 ,溪之谷,11048.0,99.0,5,2007,False
金海花园东园 , 3室1厅 , 103平米 ,香炉礁,7758.0,79.9,6,2001,True
孙家沟 , 3室1厅 , 80平米 ,孙家沟,10000.0,80.0,7,1990,False
丽景春天 , 3室2厅 , 121平米 ,丽景,19009.0,230.0,12,2003,True
和嘉佳园 , 2室1厅 , 69.48平米 ,站前,6477.0,45.0,18,2009,False
79中民兴花园一期 , 3室2厅 , 135.86平米 ,中山公园,27602.0,375.0,6,2002,True
东城国际 , 2室2厅 , 89.48平米 ,东城,7823.0,70.0,4,2006,False
景富铭苑 , 2室2厅 , 91平米 ,锦泉源,11319.0,103.0,6,2004,False
东方圣荷西 , 2室1厅 , 71.29平米 ,软件园,20761.0,148.0,29,2008,False
恒安花园 , 3室2厅 , 114平米 ,城润,8772.0,100.0,11,2004,False
新希望家园 , 2室1厅 , 71.07平米 ,城润,8373.0,59.5,32,2009,False
古城甲区 , 2室2厅 , 102.5平米 ,古城汇金,6537.0,67.0,6,1997,True
千山心城 , 2室2厅 , 72.2平米 ,山东路,12189.0,88.0,7,2004,True
泡崖美林园 , 2室2厅 , 85.19平米 ,美林园,10037.0,85.5,7,2003,False
黄河路（西安路商圈） , 2室1厅 , 75.71平米 ,西安路,11888.0,90.0,7,1995,True
西安路公寓 , 3室1厅 , 112.39平米 ,中山公园,11478.0,129.0,24,2000,True
碧涛北园 , 2室1厅 , 71.1平米 ,虎滩,10690.0,76.0,7,1997,False
华业玫瑰东方 , 3室2厅 , 90.48平米 ,和平广场,27078.0,245.0,28,2011,True
亿达国际新城 , 3室2厅 , 152.83平米 ,软件园,20284.0,310.0,13,2004,False
侯一小区 , 2室2厅 , 85.7平米 ,侯家沟,10479.0,89.8,7,1992,True
锦泉源B5区 , 2室2厅 , 83平米 ,锦泉源,12711.0,105.5,11,2002,False
良运缤纷四季 , 3室2厅 , 128.57平米 ,丽景,20223.0,260.0,5,2006,True
艾维尼小城 , 4室2厅 , 119.67平米 ,辛寨子,14206.0,170.0,10,2010,False
柏悦国际公寓 , 1室1厅 , 50.82平米 ,万达,16136.0,82.0,31,2012,True
中政小区 , 2室2厅 , 79.63平米 ,中南,13186.0,105.0,7,1999,False
弘基三期 , 4室2厅 , 199.91平米 ,学府,15507.0,310.0,10,2005,True
西关街 , 2室1厅 , 53.45平米 ,辽师,8981.0,48.0,7,1995,True
岭秀滨城悦和东园 , 4室3厅 , 78.44平米 ,辛寨子,15299.0,120.0,5,2009,False
远洋钻石湾一期 , 2室1厅 , 89.18平米 ,鹏辉,22203.0,198.0,23,2014,False
美域盛景 , 2室2厅 , 94.14平米 ,美域盛景,10942.0,103.0,21,2008,False
铁山巷 , 3室1厅 , 83.5平米 ,武昌街,10420.0,87.0,7,1990,False
恒德橄榄季 , 2室2厅 , 79.98平米 ,第五郡,18130.0,145.0,11,2009,True
东方圣荷西 , 2室2厅 , 126.57平米 ,软件园,23387.0,296.0,23,2008,False
锦城西园 , 2室1厅 , 66.21平米 ,锦绣,14802.0,98.0,6,2006,True
西南路（春柳商圈） , 2室1厅 , 87.62平米 ,春柳,6848.0,60.0,7,1996,True
泡崖美林园 , 2室1厅 , 69.47平米 ,美林园,10653.0,74.0,7,2003,False
千山心城 , 2室2厅 , 70.62平米 ,山东路,11966.0,84.5,6,2003,False
盛德嘉洲 , 3室1厅 , 88.57平米 ,安盛,11065.0,98.0,18,2009,True
芙蓉人家 , 2室2厅 , 88.98平米 ,促进路,17083.0,152.0,6,2006,True
盛德嘉洲 , 3室1厅 , 88.57平米 ,安盛,11065.0,98.0,18,2009,True
千山心城 , 2室2厅 , 70.62平米 ,山东路,11966.0,84.5,6,2003,False
加州洋房 , 3室2厅 , 143.85平米 ,华南,11540.0,166.0,11,2008,False
西郊闲庭 , 2室2厅 , 101.86平米 ,叠翠,9327.0,95.0,19,2010,False
大连明珠 , 4室2厅 , 197平米 ,星海广场,25280.0,498.0,31,2008,True
21中黄河路 , 2室1厅 , 59.02平米 ,中山公园,16605.0,98.0,9,1989,True
泡崖二区 , 1室1厅 , 42.04平米 ,泡崖市场,9040.0,38.0,7,1997,False
北甸街 , 2室1厅 , 45.24平米 ,辽师,10168.0,46.0,6,1995,True
叠翠骏景 , 2室0厅 , 46.68平米 ,叠翠,8998.0,42.0,5,2007,False
古耕国际酒店公寓 , 1室1厅 , 80.1平米 ,红梅翠竹,7616.0,61.0,26,2010,True
恒利御园 , 2室1厅 , 94.12平米 ,唐山街,10413.0,98.0,14,2008,False
西关街 , 2室1厅 , 56.43平米 ,辽师,9747.0,55.0,7,1997,True
刘家桥 , 1室0厅 , 30.18平米 ,春柳,9245.0,27.9,6,1985,False
泊林和山 , 2室1厅 , 78.76平米 ,叠翠,8253.0,65.0,11,2007,False
民权小区 , 2室1厅 , 54.74平米 ,西安路,9317.0,51.0,8,1997,True
海富经典 , 1室1厅 , 62.44平米 ,海富,8809.0,55.0,29,2009,False
嘉汇星海 , 3室2厅 , 132.49平米 ,孙家沟,19247.0,255.0,12,2004,True
79中学中盈家园 , 2室1厅 , 110.55平米 ,中山公园,15830.0,175.0,32,2002,True
软件园小区 , 3室0厅 , 78.44平米 ,软件园,9179.0,72.0,6,2000,False
泡崖六区 , 1室1厅 , 40.58平米 ,泡崖市场,11090.0,45.0,6,2004,False
金地艺境 , 3室2厅 , 133.7平米 ,金地艺境,10472.0,140.0,7,2015,False
桃山电业楼 , 2室1厅 , 77.76平米 ,孙家沟,12089.0,94.0,7,1998,False
泊林和山 , 1室1厅 , 48.6平米 ,叠翠,10700.0,52.0,11,2007,False
东特新天地 , 3室1厅 , 47.69平米 ,周水子,10275.0,49.0,13,2004,False
泊林映山 , 1室1厅 , 61平米 ,叠翠,10656.0,65.0,24,2011,False
马栏北街 , 2室1厅 , 48.93平米 ,马栏,10178.0,49.8,6,1994,True
谷歌里 , 1室1厅 , 63.75平米 ,七贤岭,13334.0,85.0,11,2009,False
兰丰巷 , 2室1厅 , 51.7平米 ,马栏,8801.0,45.5,4,1992,True
泊林映山 , 1室1厅 , 61平米 ,叠翠,10656.0,65.0,24,2011,False
兰丰巷 , 2室1厅 , 51.7平米 ,马栏,8801.0,45.5,4,1992,True
香炉礁 , 2室1厅 , 74.6平米 ,香炉礁,9920.0,74.0,7,1989,True
远东小区 , 2室2厅 , 70.43平米 ,香炉礁,12069.0,85.0,6,2002,True
亿达云集 , 3室2厅 , 110.49平米 ,武昌街,17106.0,189.0,35,2015,False
怡海花园二期 , 2室2厅 , 76平米 ,高城山,7698.0,58.5,7,2002,False
豪森茗家 , 3室2厅 , 157.1平米 ,武昌街,20688.0,325.0,19,2008,False
新华绿洲 , 2室2厅 , 99.76平米 ,大纺,18345.0,183.0,10,2001,False
北欧假日 , 2室2厅 , 103平米 ,松峪,8544.0,88.0,33,2005,False
北岗新居 , 3室1厅 , 93.26平米 ,北京公园,14047.0,131.0,7,2002,False
中冶蓝城D区 , 2室2厅 , 82.21平米 ,辛寨子,13381.0,110.0,9,2011,False
弘基二期 , 3室2厅 , 112.66平米 ,学府,17309.0,195.0,6,2003,True
盛新园 , 2室1厅 , 54.09平米 ,万科假日,11093.0,60.0,6,2000,False
天河新苑 , 1室1厅 , 58.93平米 ,阳光月秀,11031.0,65.0,10,2000,False
泡崖四区 , 2室1厅 , 65.5平米 ,泡崖四区,8779.0,57.5,6,2002,False
三寰芳草园 , 6室2厅 , 265.28平米 ,阳光月秀,12063.0,320.0,5,2003,False
万科溪之谷 , 2室2厅 , 56.46平米 ,溪之谷,17535.0,99.0,27,2007,False
杭州街 , 3室1厅 , 75.42平米 ,黑石礁,12331.0,93.0,6,1990,True
润泽园 , 3室2厅 , 117.65平米 ,美域盛景,13600.0,160.0,11,2012,False
谷和温馨苑 , 3室2厅 , 112平米 ,促进路,14643.0,164.0,6,2002,False
马栏小学北 , 3室1厅 , 79.67平米 ,马栏,9540.0,76.0,7,1995,True
亿达普罗旺斯 , 2室2厅 , 95.3平米 ,小平岛,18888.0,180.0,11,2014,False
玉浓街 , 2室1厅 , 58.67平米 ,泡崖八区,7483.0,43.9,5,2002,False
大华御庭 , 2室2厅 , 96.56平米 ,星海人家商圈,21231.0,205.0,18,2009,False
奥林园 , 3室1厅 , 132.58平米 ,美域盛景,11918.0,158.0,6,2004,False
中冶蓝城E区 , 3室2厅 , 118.77平米 ,辛寨子,12630.0,150.0,8,2010,False
北府花园 , 3室2厅 , 144.6平米 ,华南,13486.0,195.0,18,2007,True
菁英汇 , 2室2厅 , 51.61平米 ,万达,18795.0,97.0,18,2007,True
华新苑 , 2室1厅 , 109.87平米 ,侯家沟,13198.0,145.0,7,2003,True
华邦俪城 , 2室2厅 , 101平米 ,桃园,8416.0,85.0,23,2011,True
新水巷 , 1室1厅 , 35.42平米 ,新起屯,12141.0,43.0,6,1990,False
港湾壹号 , 1室0厅 , 46.05平米 ,三八北,14767.0,68.0,30,2009,True
硅谷假日 , 2室2厅 , 99.22平米 ,万达,16630.0,165.0,6,2005,True
雯君庭 , 3室1厅 , 69.63平米 ,万达,19820.0,138.0,32,2013,True
鹏辉新世纪 , 3室2厅 , 119.79平米 ,鹏辉,14609.0,175.0,6,2004,False
阳光月秀 , 2室2厅 , 96.86平米 ,阳光月秀,14661.0,142.0,18,2006,False
唯美品格 , 3室1厅 , 94.49平米 ,大纺,26247.0,248.0,9,2009,True
远洋广场 , 3室2厅 , 116.98平米 ,华南,14704.0,172.0,24,2012,True
大有文园 , 1室0厅 , 32.45平米 ,凌水,14484.0,47.0,11,2012,False
星海小区 , 4室1厅 , 107.41平米 ,黑石礁,8380.0,90.0,7,1996,True
新星绿城六期 , 3室2厅 , 146.2平米 ,辛寨子,8892.0,130.0,5,2008,False
黑石礁广场 , 3室1厅 , 84.75平米 ,黑石礁,10384.0,88.0,7,1995,True
岭秀滨城悦和东园 , 2室2厅 , 86.84平米 ,辛寨子,10710.0,93.0,13,2009,False
泡崖七区 , 2室2厅 , 78.41平米 ,泡崖市场,9795.0,76.8,7,2000,False
晶品缘林 , 3室2厅 , 119.93平米 ,万科假日,14592.0,175.0,19,2008,False
天河新苑 , 2室2厅 , 91.08平米 ,阳光月秀,10102.0,92.0,6,2000,False
兰亭山水 , 3室2厅 , 133.64平米 ,星海人家商圈,19830.0,265.0,6,2003,False
锦绣暖山 , 2室1厅 , 91.2平米 ,叠翠,11952.0,109.0,27,2010,True
东城天下 , 2室2厅 , 92.58平米 ,东城,9074.0,84.0,11,2005,False
北斗家园 , 4室2厅 , 201平米 ,寺儿沟,10946.0,220.0,6,2000,True
city one , 1室1厅 , 46.21平米 ,软件园,13396.0,61.9,11,2006,True
39中安达大厦 , 1室1厅 , 69.17平米 ,三八南,10554.0,73.0,12,2008,True
星海国宝 , 3室2厅 , 193平米 ,星海广场,20208.0,390.0,30,2003,False
39中山岳街 , 3室2厅 , 116.52平米 ,二七,16993.0,198.0,7,1998,False
台山 , 2室2厅 , 84平米 ,南沙,10715.0,90.0,7,1998,False
半岛听涛 , 4室2厅 , 191.59平米 ,星海广场,22444.0,430.0,31,2007,True
星海小区 , 3室2厅 , 106.38平米 ,黑石礁,12033.0,128.0,7,1996,True
叠翠骏景 , 2室1厅 , 78.58平米 ,叠翠,10181.0,80.0,9,2007,False
泉水人家幸福里 , 2室1厅 , 94.74平米 ,美域盛景,13722.0,130.0,18,2009,False
菁英汇 , 2室2厅 , 75.94平米 ,万达,18436.0,140.0,19,2007,True
动力院景三期汇善园 , 5室3厅 , 127.49平米 ,华南,17884.0,228.0,12,2007,False
华乐环海花园 , 7室2厅 , 216.56平米 ,华乐,21242.0,460.0,6,2004,True
悦丽海湾 , 4室2厅 , 185.34平米 ,小平岛,17860.0,331.0,18,2014,True
星海国宝 , 4室2厅 , 247.37平米 ,星海广场,16777.0,415.0,30,2003,False
刘家桥 , 1室1厅 , 39.28平米 ,春柳,9369.0,36.8,6,2000,False
壹品星海一期 , 4室2厅 , 175.29平米 ,星海广场,27954.0,490.0,33,2005,True
第五郡六号地 , 5室2厅 , 160.62平米 ,第五郡,25402.0,408.0,4,2012,True
泡崖七区 , 3室1厅 , 94.3平米 ,泡崖市场,8993.0,84.8,6,2000,False
宏都峰景 , 2室1厅 , 62.18平米 ,万达,18495.0,115.0,31,2012,True
中海华庭 , 2室1厅 , 63.93平米 ,万达,19710.0,126.0,24,2010,False
东方圣荷西 , 2室2厅 , 119.36平米 ,软件园,20527.0,245.0,23,2008,False
翠竹中区 , 3室2厅 , 133.02平米 ,红梅翠竹,9773.0,130.0,6,1996,False
幸福e家二期 , 3室2厅 , 128.58平米 ,幸福e家,28387.0,365.0,6,2003,True
马栏北街 , 2室2厅 , 79.97平米 ,马栏,10504.0,84.0,7,1994,True
亲亲家园 , 2室2厅 , 83.93平米 ,西山水库,15132.0,127.0,7,2004,True
彩虹园 , 2室1厅 , 66.22平米 ,马栏,8684.0,57.5,6,2000,True
泡崖四区 , 3室2厅 , 111.7平米 ,泡崖四区,8058.0,90.0,4,2002,False
万达华府一期 , 3室2厅 , 143.23平米 ,华府,26880.0,385.0,19,2005,True
东方圣克拉三期 , 2室2厅 , 83.85平米 ,庙岭,19678.0,165.0,32,2015,False
北京公园 , 3室1厅 , 97.44平米 ,北京公园,24631.0,240.0,26,2010,False
壹品星海一期 , 3室2厅 , 149.7平米 ,星海广场,20709.0,310.0,33,2005,True
西郊闲庭 , 2室2厅 , 88.88平米 ,叠翠,10914.0,97.0,6,2010,False
马栏广场东 , 3室1厅 , 81.26平米 ,马栏,10645.0,86.5,7,1995,True
叠翠山庄 , 2室1厅 , 75.29平米 ,叠翠,9165.0,69.0,6,2000,False
君悦晟景 , 2室1厅 , 86.99平米 ,叠翠,10576.0,92.0,29,2012,False
亲亲家园 , 3室2厅 , 127.51平米 ,西山水库,11058.0,141.0,6,2004,True
泡崖六区 , 2室2厅 , 77.2平米 ,泡崖市场,9392.0,72.5,5,2004,False
龙山花园 , 3室2厅 , 108.29平米 ,孙家沟,11082.0,120.0,6,1999,False
车家村 , 1室1厅 , 46.9平米 ,侯家沟,8103.0,38.0,7,1989,True
杏林山庄二期 , 2室1厅 , 67.34平米 ,杏花里,8762.0,59.0,6,2005,False
兴工街 , 2室1厅 , 49.1平米 ,西安路,9369.0,46.0,7,1990,True
左岸经典 , 1室1厅 , 63.39平米 ,红梅翠竹,7809.0,49.5,32,2010,False
远东小区 , 2室1厅 , 75.36平米 ,香炉礁,11412.0,86.0,6,2002,True
骏腾名苑 , 1室1厅 , 46.43平米 ,美域盛景,11200.0,52.0,18,2008,False
兴华路 , 2室1厅 , 54.83平米 ,山东路,8572.0,47.0,7,1989,True
丽景春天 , 2室2厅 , 104平米 ,丽景,16347.0,170.0,12,2003,True
恒德橄榄季 , 4室2厅 , 91.12平米 ,第五郡,23925.0,218.0,9,2009,True
壹品星海公寓 , 1室1厅 , 63.27平米 ,星海广场,15016.0,95.0,25,2003,True
和平现代城 , 1室1厅 , 46.35平米 ,和平广场,16505.0,76.5,50,2005,True
亲亲家园 , 3室2厅 , 105.55平米 ,西山水库,10991.0,116.0,6,2004,True
桃仙小区 , 1室1厅 , 63.11平米 ,秀月,9508.0,60.0,7,1996,False
南沙 , 2室1厅 , 70.57平米 ,南沙,9920.0,70.0,7,1995,False
刘家桥 , 2室1厅 , 56.77平米 ,春柳,10217.0,58.0,7,1999,False
中海华庭 , 1室2厅 , 47.05平米 ,万达,21254.0,100.0,24,2010,False
弘基二期 , 3室2厅 , 118.77平米 ,学府,16419.0,195.0,6,2003,True
第五郡五号地 , 2室1厅 , 65.23平米 ,第五郡,21156.0,138.0,5,2009,False
湾里南小区 , 2室1厅 , 48.06平米 ,金湾新城,7491.0,36.0,11,2003,False
岭秀滨城悦和东园 , 2室2厅 , 93.83平米 ,辛寨子,10125.0,95.0,12,2009,False
北京街北 , 2室1厅 , 45.8平米 ,北京公园,10699.0,49.0,6,1992,True
万科城市花园 , 2室1厅 , 104.2平米 ,绿波,15068.0,157.0,5,2005,False
宪卫里 , 2室1厅 , 78.71平米 ,景山,7623.0,60.0,7,1994,False
钰桥中央庭院 , 3室2厅 , 102.86平米 ,美域盛景,14292.0,147.0,11,2014,False
锦泉南园 , 2室1厅 , 64.75平米 ,锦绣,13051.0,84.5,7,1996,False
美域盛景 , 3室1厅 , 124.56平米 ,美域盛景,10437.0,130.0,21,2008,False
锦华中园 , 3室2厅 , 122.8平米 ,锦绣,10668.0,131.0,5,2001,True
翰林观海 , 3室2厅 , 143.09平米 ,学府,22015.0,315.0,12,2003,True
倚山里小区 , 2室1厅 , 81.98平米 ,倚山里,5246.0,43.0,7,1996,False
亲亲家园 , 3室2厅 , 125.67平米 ,西山水库,12334.0,155.0,12,2004,True
府佳名都 , 3室2厅 , 122.49平米 ,促进路,14287.0,175.0,12,2002,True
长恒花园 , 4室3厅 , 196.78平米 ,华府,17787.0,350.0,12,2002,True
盛德嘉洲 , 3室2厅 , 116平米 ,安盛,11207.0,130.0,18,2009,True
电业逸彩园 , 3室2厅 , 126.34平米 ,马栏,18126.0,229.0,6,2002,True
大连明珠 , 3室2厅 , 273.85平米 ,星海广场,19719.0,540.0,31,2008,True
幸福e家二期 , 3室2厅 , 141.9平米 ,幸福e家,25230.0,358.0,6,2003,True
绿洲半岛北岸 , 3室1厅 , 89.19平米 ,海富,7905.0,70.5,11,2007,False
华远新都汇广场 , 1室1厅 , 46.56平米 ,南关岭,10954.0,51.0,18,2013,True
友好街32号 , 2室1厅 , 65平米 ,站前,6893.0,44.8,6,1999,False
金广东海岸 , 4室2厅 , 258.39平米 ,华乐,20009.0,517.0,29,2009,True
79中至诚小区 , 2室1厅 , 61.02平米 ,中山公园,26058.0,159.0,6,1992,True
星海造船楼 , 3室2厅 , 96.18平米 ,和平广场,10918.0,105.0,7,1996,True
景润二期 , 2室1厅 , 93.06平米 ,北京公园,10531.0,98.0,6,2000,True
耕海山尚 , 3室1厅 , 88.8平米 ,马栏,14077.0,125.0,5,2010,True
华润置地广场一期 , 3室2厅 , 140.47平米 ,华南,15662.0,220.0,33,2013,True
远洋自然 , 2室2厅 , 86.11平米 ,华南,14517.0,125.0,26,2010,True
星海国宝 , 3室1厅 , 217.3平米 ,星海广场,20709.0,450.0,30,2003,False
湾里西 , 2室1厅 , 64.1平米 ,金湾新城,6631.0,42.5,6,2003,False
锦云中园 , 2室1厅 , 83.48平米 ,锦绣,8985.0,75.0,7,1996,False
山海一家二期 , 4室2厅 , 183.8平米 ,万达,10610.0,195.0,12,2005,False
锦泉南园 , 2室1厅 , 83.29平米 ,锦绣,11983.0,99.8,7,1996,False
壹品星海一期 , 2室1厅 , 101.02平米 ,星海广场,24253.0,245.0,33,2005,True
开建阳光馨苑 , 1室1厅 , 52.8平米 ,安盛,8144.0,43.0,32,2009,False
万科魅力之城 , 3室1厅 , 86.89平米 ,魅力之城,12545.0,109.0,22,2012,False
亲亲家园 , 2室2厅 , 106平米 ,西山水库,12736.0,135.0,6,2004,True
亿达杰特 , 3室1厅 , 90.45平米 ,星海广场,17137.0,155.0,34,2008,True
星海国宝 , 2室2厅 , 193.09平米 ,星海广场,17868.0,345.0,30,2003,False
万福居 , 3室2厅 , 132.89平米 ,鹏辉,11890.0,158.0,12,2006,False
世嘉星海 , 3室2厅 , 175.16平米 ,幸福e家,21409.0,375.0,18,2008,True
连桥巷 , 2室1厅 , 56.49平米 ,石道街,10002.0,56.5,7,1990,False
新华同仁轩 , 3室2厅 , 103.7平米 ,阳光月秀,13115.0,136.0,6,2005,False
壹品星海三期 , 3室1厅 , 187.44平米 ,星海广场,24008.0,450.0,32,2007,True
玉山路 , 2室1厅 , 66.78平米 ,泡崖八区,8087.0,54.0,7,2002,False
学府1+1 , 3室2厅 , 88平米 ,学府,18750.0,165.0,7,2007,True
百合IT家园 , 2室1厅 , 91.81平米 ,凌水,9694.0,89.0,11,2008,False
东北明珠 , 2室1厅 , 67.7平米 ,安盛,12556.0,85.0,22,2007,True
39中山岳街 , 2室1厅 , 78.54平米 ,二七,17189.0,135.0,6,1998,False
石油六闾 , 2室1厅 , 51.9平米 ,甘井子,8093.0,42.0,6,1995,False
星海公园 , 3室2厅 , 111.88平米 ,黑石礁,10726.0,120.0,7,1993,True
新港家园 , 2室1厅 , 68.17平米 ,高城山,7335.0,50.0,6,2003,False
星海人家 , 3室2厅 , 130.52平米 ,星海人家商圈,23752.0,310.0,10,2002,True
欧尚广场 , 2室2厅 , 76.39平米 ,泉水龙畔金泉,13746.0,105.0,27,2014,False
亿锋现代城 , 2室1厅 , 96.02平米 ,安盛,9686.0,93.0,31,2006,True
长春路 石道街商圈 , 2室1厅 , 65.41平米 ,石道街,10687.0,69.9,7,1989,False
中体奥林匹克花园 , 2室2厅 , 87.2平米 ,溪之谷,13762.0,120.0,7,2010,False
宏城金棕榈 , 2室1厅 , 94.24平米 ,红梅翠竹,9975.0,94.0,30,2006,False
泡崖一区 , 2室1厅 , 54.8平米 ,泡崖市场,9490.0,52.0,7,1993,False
万科溪之谷 , 2室2厅 , 89.76平米 ,溪之谷,11698.0,105.0,5,2007,False
新星绿城二期 , 2室1厅 , 56.26平米 ,辛寨子,11021.0,62.0,6,2006,False
万科溪之谷 , 3室1厅 , 95.41平米 ,溪之谷,11320.0,108.0,26,2011,False
37中新开路 , 3室2厅 , 138.03平米 ,英华街,15070.0,208.0,7,1993,True
泰华府邸 , 1室1厅 , 65.8平米 ,大纺,18238.0,120.0,22,2009,False
泡崖四区 , 2室1厅 , 54.62平米 ,泡崖四区,10253.0,56.0,6,2002,False
爱我家园 , 2室1厅 , 114平米 ,红梅翠竹,7457.0,85.0,6,1998,False
碧涛北园 , 2室2厅 , 83.9平米 ,虎滩,10489.0,88.0,7,1997,False
叠彩桃源 , 3室2厅 , 129.38平米 ,新起屯,16077.0,208.0,6,2003,False
青松南里 , 3室1厅 , 123平米 ,红梅翠竹,4960.0,61.0,26,2003,False
翠南管委会院 , 3室2厅 , 127.63平米 ,红梅翠竹,5485.0,70.0,7,1998,False
锦江园 , 2室2厅 , 75.99平米 ,锦绣,10633.0,80.8,7,1995,False
中体奥林匹克花园 , 2室1厅 , 82.88平米 ,溪之谷,11945.0,99.0,15,2010,False
泡崖七区 , 3室2厅 , 121.68平米 ,泡崖市场,9041.0,110.0,7,2000,False
南昌平小区 , 2室1厅 , 77.55平米 ,西安路,11219.0,87.0,18,1998,True
壹品星海二期 , 4室2厅 , 229平米 ,星海广场,24455.0,560.0,28,2007,True
李家街 , 2室1厅 , 43.54平米 ,春柳,12173.0,53.0,5,1988,True
大华御庭 , 2室1厅 , 71.33平米 ,星海人家商圈,17525.0,125.0,17,2009,False
亿达杰特 , 2室1厅 , 76.98平米 ,星海广场,21435.0,165.0,34,2005,True
明秀山庄A区 , 5室2厅 , 163.96平米 ,秀月,28056.0,460.0,31,2008,False
星海自由港 , 1室1厅 , 47.09平米 ,星海人家商圈,19750.0,93.0,5,2004,True
大连明珠 , 4室2厅 , 221.4平米 ,星海广场,26197.0,580.0,12,2008,True
软景E居 , 1室0厅 , 46.86平米 ,软件园,28170.0,132.0,31,2011,False
九中爱华街 , 2室1厅 , 50.05平米 ,中山友好,47553.0,238.0,6,1992,True
武昌街 , 1室1厅 , 47.56平米 ,武昌街,10093.0,48.0,7,1990,False
环宇品阁 , 2室1厅 , 68.47平米 ,倚山里,5171.0,35.4,24,2010,True
龙岗园 , 3室2厅 , 94.41平米 ,南沙,8474.0,80.0,6,2001,False
温莎小镇 , 2室1厅 , 64.87平米 ,鹏辉,19886.0,129.0,17,2013,False
34中 , 2室0厅 , 46.27平米 ,唐山街,31338.0,145.0,7,1990,True
兰玉小区 , 2室1厅 , 55平米 ,马栏,11273.0,62.0,6,1995,True
小平岛亲海园 , 3室2厅 , 101.13平米 ,小平岛,18788.0,190.0,6,2007,False
逸林派 , 3室2厅 , 102.52平米 ,万科假日,16583.0,170.0,18,2011,False
锦霞北园 , 2室2厅 , 65.92平米 ,锦绣,6979.0,46.0,7,1998,True
于洼小区 , 2室2厅 , 85平米 ,碧海,6000.0,51.0,6,1990,False
